concept_id,concept_option_id,label,sort_order
c204,c204:8888,No sabe,8888
c204,c204:9999,No contesta,9999
c206,c206:0,No,0
c206,c206:1,Sí,1
c206,c206:8888,No sabe,8888
c206,c206:9999,No contesta,9999
c207,c207:0,No,0
c207,c207:1,Sí,1
c207,c207:8888,No sabe,8888
c207,c207:9999,No contesta,9999
c209,c209:0,No,0
c209,c209:1,Sí,1
c209,c209:8888,No sabe,8888
c209,c209:9999,No contesta,9999
c210,c210:0,No,0
c210,c210:1,Sí,1
c210,c210:8888,No sabe,8888
c210,c210:9999,No contesta,9999
c214,c214:0,No,0
c214,c214:1,Sí,1
c214,c214:8888,No sabe,8888
c214,c214:9999,No contesta,9999
c215,c215:0,No,0
c215,c215:1,Sí,1
c215,c215:8888,No sabe,8888
c215,c215:9999,No contesta,9999
c218,c218:0,No,0
c218,c218:1,Sí,1
c218,c218:8888,No sabe,8888
c218,c218:9999,No contesta,9999
c219,c219:0,No,0
c219,c219:1,Sí,1
c219,c219:8888,No sabe,8888
c219,c219:9999,No contesta,9999
c220,c220:0,No,0
c220,c220:1,Sí,1
c220,c220:8888,No sabe,8888
c220,c220:9999,No contesta,9999
c221,c221:1,Ha incrementado y son de otro estado de México,1
c221,c221:2,Ha incrementado y son de otro país,2
c221,c221:3,Ha incrementado y son de otro estado de México y de otro país,3
c221,c221:4,Se ha mantenido igual,4
c221,c221:5,Ha disminuido,5
c221,c221:8888,No sabe,8888
c221,c221:9999,No contesta,9999
c223,c223:0,En desacuerdo,0
c223,c223:1,De acuerdo,1
c223,c223:8888,No sabe,8888
c223,c223:9999,No contesta,9999
c224,c224:0,En desacuerdo,0
c224,c224:1,De acuerdo,1
c224,c224:8888,No sabe,8888
c224,c224:9999,No contesta,9999
c227,c227:0,En desacuerdo,0
c227,c227:1,De acuerdo,1
c227,c227:8888,No sabe,8888
c227,c227:9999,No contesta,9999
c228,c228:0,No,0
c228,c228:1,"Sí, una enfermedad Crónica (diabetes, hipertensión, cáncer, etc)",1
c228,c228:2,"Sí, una enfermedad Aguda (resfriados, Covid-19, enfermedades gastrointestinales, fracturas, quemaduras, etc)",2
c228,c228:9999,No contesta,9999
c229,c229:0,No,0
c229,c229:1,Sí,1
c229,c229:8888,No sabe,8888
c229,c229:9999,No contesta,9999
c230,c230:1,Se automedicó,1
c230,c230:2,"No había citas, o las dan mucho tiempo después.",2
c230,c230:3,No tenía tiempo para ir.,3
c230,c230:4,No tenía una clínica cerca.,4
c230,c230:5,No tiene seguro médico/no puede pagar los tratamientos,5
c230,c230:6,No confía en el personal de salud/ tienen un mal trato.,6
c230,c230:7,Temor a contagiarse de alguna enfermedad,7
c230,c230:8,"Dificultad para trasladarse a un centro médico (transporte inaccesible, no tenía quién me llevara/ acompañara, falta de servicio de traslado para personas sin movilidad o movilidad reducida)",8
c230,c230:9,No quiere ir,9
c230,c230:8888,No sabe,8888
c230,c230:9999,No contesta,9999
c231,c231:1,A. Trabajo,1
c231,c231:2,B. Escuela,2
c231,c231:3,C. Compras,3
c231,c231:4,"D. Médico, hospital",4
c231,c231:5,E. Diversión,5
c231,c231:6,F. Acompañar o Llevar a alguien,6
c231,c231:7,"G. Banco, Pago de servicios",7
c231,c231:8,H: Visita,8
c231,c231:9,I. Sin viaje,9
c231,c231:10,Hacer ejercicio,10
c231,c231:11,Iglesia/rosario,11
c231,c231:12,Trámite,12
c231,c231:13,Buscar trabajo,13
c231,c231:14,Prácticas profesionales,14
c231,c231:15,Panteón,15
c231,c231:9999,No contesta,9999
c232,c232:0,No,0
c232,c232:1,Sí,1
c232,c232:8888,No sabe,8888
c232,c232:9999,No contesta,9999
c233,c233:0,No,0
c233,c233:1,Sí,1
c233,c233:8888,No sabe,8888
c233,c233:9999,No contesta,9999
c234,c234:1,Siempre,1
c234,c234:2,La mayoría de las veces,2
c234,c234:3,Algunas veces,3
c234,c234:4,Nunca,4
c234,c234:8888,No sabe,8888
c234,c234:9999,No contesta,9999
c235,c235:1,Menos de una semana,1
c235,c235:2,De 1 a 2 semanas,2
c235,c235:3,3 semanas,3
c235,c235:4,De 4 a 5 semanas,4
c235,c235:5,De 6 a 7 semanas,5
c235,c235:6,Más de 7 semanas,6
c235,c235:8888,No sabe,8888
c235,c235:9999,No contesta,9999
c236,c236:0,No lo atendieron,0
c236,c236:1,Sí lo atendieron,1
c236,c236:9999,No contesta,9999
c238,c238:1,Pésimas,1
c238,c238:2,Malas,2
c238,c238:3,Regulares,3
c238,c238:4,Buenas,4
c238,c238:5,Excelentes,5
c238,c238:7777,No Aplica,7777
c238,c238:8888,No Sabe,8888
c238,c238:9999,No Contesta,9999
c239,c239:1,Pésimo,1
c239,c239:2,Malo,2
c239,c239:3,Regular,3
c239,c239:4,Bueno,4
c239,c239:5,Excelente,5
c239,c239:8888,No Sabe,8888
c239,c239:9999,No Contesta,9999
c240,c240:1,Pésimo,1
c240,c240:2,Malo,2
c240,c240:3,Regular,3
c240,c240:4,Bueno,4
c240,c240:5,Excelente,5
c240,c240:8888,No Sabe,8888
c240,c240:9999,No Contesta,9999
c241,c241:1,Pésimo,1
c241,c241:2,Malo,2
c241,c241:3,Regular,3
c241,c241:4,Bueno,4
c241,c241:5,Excelente,5
c241,c241:8888,No Sabe,8888
c241,c241:9999,No Contesta,9999
c242,c242:1,Pésimo,1
c242,c242:2,Malo,2
c242,c242:3,Regular,3
c242,c242:4,Bueno,4
c242,c242:5,Excelente,5
c242,c242:8888,No Sabe,8888
c242,c242:9999,No Contesta,9999
c243,c243:1,Pésimo,1
c243,c243:2,Malo,2
c243,c243:3,Regular,3
c243,c243:4,Bueno,4
c243,c243:5,Excelente,5
c243,c243:8888,No Sabe,8888
c243,c243:9999,No Contesta,9999
c244,c244:1,Pésimo,1
c244,c244:2,Malo,2
c244,c244:3,Regular,3
c244,c244:4,Bueno,4
c244,c244:5,Excelente,5
c244,c244:8888,No Sabe,8888
c244,c244:9999,No Contesta,9999
c245,c245:1,1,1
c245,c245:2,2,2
c245,c245:3,3,3
c245,c245:4,4,4
c245,c245:5,5,5
c245,c245:6,6,6
c245,c245:7,7,7
c245,c245:8,8,8
c245,c245:9,9,9
c245,c245:10,10,10
c245,c245:8888,No sabe,8888
c245,c245:9999,No contesta,9999
c246,c246:1,Hospitales o clínicas insuficientes o lejanas,1
c246,c246:2,Los servicios de salud son caros,2
c246,c246:3,El personal médico es insuficiente,3
c246,c246:4,"Falta de insumos/medicamentos (camillas, equipo médico)",4
c246,c246:5,La infraestructura de atención es deficiente,5
c246,c246:6,Falta de cobertura en tratamiento de padecimientos.,6
c246,c246:7,"Falta de programas preventivos (vacunación, control de peso, control de presión arterial)",7
c246,c246:8888,No sabe,8888
c246,c246:9999,No contesta,9999
c247,c247:1,A. Le da miedo,1
c247,c247:2,"B. Condiciones meteorológicas (lluvia, calor)",2
c247,c247:3,C. No existen lugares recreativos cerca,3
c247,c247:4,D. Tuvo un padecimiento de salud,4
c247,c247:5,E. Para evitar contagiarme/contagiar,5
c247,c247:6,F. Trabajó en casa,6
c247,c247:7,G. Estudió en casa,7
c247,c247:8,H. Tengo que cuidar a alguien,8
c247,c247:9,I. Los traslados son costosos,9
c247,c247:10,No tenía a que salir,10
c247,c247:11,Tenía visita,11
c247,c247:12,Me toco descanso,12
c247,c247:13,Ayudo en casa,13
c247,c247:14,Por tareas de los niños,14
c247,c247:9999,No contesta,9999
c249,c249:1,Sí y es muy frecuente,1
c249,c249:2,Sí y es frecuente,2
c249,c249:3,Sí y es poco frecuente,3
c249,c249:4,No me ocurre,4
c249,c249:9999,No contesta,9999
c250,c250:1,Sí y es muy frecuente,1
c250,c250:2,Sí y es frecuente,2
c250,c250:3,Sí y es poco frecuente,3
c250,c250:4,No me ocurre,4
c250,c250:9999,No contesta,9999
c266,c266:0,No,0
c266,c266:1,Sí,1
c267,c267:0,No,0
c267,c267:1,Sí,1
c267,c267:8888,No sabe,8888
c267,c267:9999,No contesta,9999
c269,c269:1,1,1
c269,c269:2,2,2
c269,c269:3,3,3
c269,c269:4,4,4
c269,c269:5,5,5
c269,c269:6,6,6
c269,c269:7,7,7
c269,c269:9999,No contesta,9999
c271,c271:1,1,1
c271,c271:2,2,2
c271,c271:3,3,3
c271,c271:4,4,4
c271,c271:5,5,5
c271,c271:6,6,6
c271,c271:7,7,7
c271,c271:8,8,8
c271,c271:9,9,9
c271,c271:10,10,10
c271,c271:8888,No sabe,8888
c271,c271:9999,No contesta,9999
c272,c272:1,1,1
c272,c272:2,2,2
c272,c272:3,3,3
c272,c272:4,4,4
c272,c272:5,5,5
c272,c272:6,6,6
c272,c272:7,7,7
c272,c272:8,8,8
c272,c272:9,9,9
c272,c272:10,10,10
c272,c272:8888,No sabe,8888
c272,c272:9999,No contesta,9999
c273,c273:1,1,1
c273,c273:2,2,2
c273,c273:3,3,3
c273,c273:4,4,4
c273,c273:5,5,5
c273,c273:6,6,6
c273,c273:7,7,7
c273,c273:8,8,8
c273,c273:9,9,9
c273,c273:10,10,10
c273,c273:8888,No sabe,8888
c273,c273:9999,No contesta,9999
c275,c275:1,Muy seguro (a),1
c275,c275:2,Seguro (a),2
c275,c275:3,Inseguro (a),3
c275,c275:4,Muy inseguro (a),4
c275,c275:8888,No sabe,8888
c275,c275:9999,No contesta,9999
c276,c276:0,No,0
c276,c276:1,Sí,1
c276,c276:8888,No sabe,8888
c276,c276:9999,No contesta,9999
c277,c277:0,No,0
c277,c277:1,Sí,1
c277,c277:8888,No sabe,8888
c277,c277:9999,No contesta,9999
c278,c278:1,1,1
c278,c278:2,2,2
c278,c278:3,3,3
c278,c278:4,4,4
c278,c278:5,5,5
c278,c278:6,6,6
c278,c278:7,7,7
c278,c278:8,8,8
c278,c278:9,9,9
c278,c278:10,10,10
c278,c278:8888,No sabe,8888
c278,c278:9999,No contesta,9999
c279,c279:1,Muy probable,1
c279,c279:2,Probable,2
c279,c279:3,Poco probable,3
c279,c279:4,Nada probable,4
c279,c279:8888,No sabe,8888
c279,c279:9999,No contesta,9999
c281,c281:0,No,0
c281,c281:1,Sí,1
c281,c281:8888,No sabe,8888
c281,c281:9999,No contesta,9999
c282,c282:0,NO,0
c282,c282:1,SÍ,1
c282,c282:8888,No sabe,8888
c282,c282:9999,No contesta,9999
c283,c283:0,NO,0
c283,c283:1,SÍ,1
c283,c283:8888,No sabe,8888
c283,c283:9999,No contesta,9999
c284,c284:0,NO,0
c284,c284:1,SÍ,1
c284,c284:8888,No sabe,8888
c284,c284:9999,No contesta,9999
c286,c286:0,NO,0
c286,c286:1,SÍ,1
c286,c286:8888,No sabe,8888
c286,c286:9999,No contesta,9999
c288,c288:1,1,1
c288,c288:2,2,2
c288,c288:3,3,3
c288,c288:4,4,4
c288,c288:5,5,5
c288,c288:6,6,6
c288,c288:7,7,7
c288,c288:8,8,8
c288,c288:9,9,9
c288,c288:10,10,10
c288,c288:8888,No sabe,8888
c288,c288:9999,No contesta,9999
c289,c289:1,1,1
c289,c289:2,2,2
c289,c289:3,3,3
c289,c289:4,4,4
c289,c289:5,5,5
c289,c289:6,6,6
c289,c289:7,7,7
c289,c289:8,8,8
c289,c289:9,9,9
c289,c289:10,10,10
c289,c289:8888,No sabe,8888
c289,c289:9999,No contesta,9999
c290,c290:1,1,1
c290,c290:2,2,2
c290,c290:3,3,3
c290,c290:4,4,4
c290,c290:5,5,5
c290,c290:6,6,6
c290,c290:7,7,7
c290,c290:8,8,8
c290,c290:9,9,9
c290,c290:10,10,10
c290,c290:8888,No sabe,8888
c290,c290:9999,No contesta,9999
c291,c291:1,1,1
c291,c291:2,2,2
c291,c291:3,3,3
c291,c291:4,4,4
c291,c291:5,5,5
c291,c291:6,6,6
c291,c291:7,7,7
c291,c291:8,8,8
c291,c291:9,9,9
c291,c291:10,10,10
c291,c291:8888,No sabe,8888
c291,c291:9999,No contesta,9999
c292,c292:1,1,1
c292,c292:2,2,2
c292,c292:3,3,3
c292,c292:4,4,4
c292,c292:5,5,5
c292,c292:6,6,6
c292,c292:7,7,7
c292,c292:8,8,8
c292,c292:9,9,9
c292,c292:10,10,10
c292,c292:8888,No sabe,8888
c292,c292:9999,No contesta,9999
c293,c293:0,No,0
c293,c293:1,Sí,1
c293,c293:8888,No sabe,8888
c293,c293:9999,No contesta,9999
c294,c294:1,Policía Estatal (Fuerza Civil),1
c294,c294:2,Policía municipal,2
c294,c294:3,Policía federal (Guardia Nacional),3
c294,c294:8888,No sabe,8888
c294,c294:9999,No contesta,9999
c295,c295:0,No,0
c295,c295:1,Sí,1
c295,c295:8888,No sabe,8888
c295,c295:9999,No contesta,9999
c296,c296:0,No,0
c296,c296:1,Sí,1
c296,c296:8888,No sabe,8888
c296,c296:9999,No contesta,9999
c297,c297:0,No,0
c297,c297:1,Sí y llegó en menos de 15 minutos,1
c297,c297:2,Sí y llegó entre 16 y 30 minutos,2
c297,c297:3,Sí y llegó entre 31 minutos y una hora,3
c297,c297:4,"Sí, y tardó más de una hora",4
c298,c298:1,Nunca ocurre.,1
c298,c298:2,Casi no ocurre.,2
c298,c298:3,Ocurre con poca frecuencia.,3
c298,c298:4,Ocurre frecuentemente.,4
c298,c298:5,Siempre ocurre.,5
c298,c298:8888,No sabe,8888
c298,c298:9999,No contesta,9999
c299,c299:1,Nunca ocurre.,1
c299,c299:2,Casi no ocurre.,2
c299,c299:3,Ocurre con poca frecuencia.,3
c299,c299:4,Ocurre frecuentemente.,4
c299,c299:5,Siempre ocurre.,5
c299,c299:8888,No sabe,8888
c299,c299:9999,No contesta,9999
c301,c301:0,No,0
c301,c301:1,Sí,1
c301,c301:8888,No sabe,8888
c301,c301:9999,No contesta,9999
c302,c302:0,No,0
c302,c302:1,Sí,1
c302,c302:8888,No sabe,8888
c302,c302:9999,No contesta,9999
c303,c303:0,No,0
c303,c303:1,Sí,1
c303,c303:8888,No sabe,8888
c303,c303:9999,No contesta,9999
c304,c304:1,"Delitos de alto impacto (homicidio, feminicidio, secuestro, violación, desaparición de personas).",1
c304,c304:2,"Robos patrimoniales (robo a casa, vehículo, negocio o persona).",2
c304,c304:3,"Delincuencia Organizada (venta de drogas, extorsiones, cobro de piso, presencia de grupos armados).",3
c304,c304:4,Violencia familiar y/o violencia contra la mujer,4
c304,c304:5,"Violencia en la colonia (riñas, conflicto entre vecinos, pandillerismo).",5
c304,c304:7,Ninguno,7
c304,c304:8,Todos los anteriores,8
c304,c304:8888,No sabe,8888
c304,c304:9999,No contesta,9999
c305,c305:1,Redes sociales,1
c305,c305:2,Periódico,2
c305,c305:3,Televisión,3
c305,c305:4,Radio,4
c305,c305:5,Portal de noticias en internet,5
c305,c305:6,Volanteo/perifoneo en la colonia,6
c305,c305:7,"Conversaciones con vecinos, familiares o amigos",7
c305,c305:9,No se entera,9
c305,c305:8888,No sabe,8888
c305,c305:9999,No contesta,9999
c306,c306:1,No es de mi interés,1
c306,c306:2,No tengo tiempo,2
c306,c306:3,"La información no está disponible, ni a mi alcance",3
c306,c306:8888,No sabe,8888
c306,c306:9999,No contesta,9999
c313,c313:1,Pésimas,1
c313,c313:2,Malas,2
c313,c313:3,Regulares,3
c313,c313:4,Buenas,4
c313,c313:5,Excelentes,5
c313,c313:8888,No sabe,8888
c313,c313:9999,No contesta,9999
c316,c316:0,No,0
c316,c316:1,Sí,1
c316,c316:8888,No sabe,8888
c316,c316:9999,No contesta,9999
c317,c317:0,No,0
c317,c317:1,Sí,1
c317,c317:8888,No sabe,8888
c317,c317:9999,No contesta,9999
c318,c318:1,1,1
c318,c318:2,2,2
c318,c318:3,3,3
c318,c318:4,4,4
c318,c318:5,5,5
c318,c318:6,6,6
c318,c318:7,7,7
c318,c318:8,8,8
c318,c318:9,9,9
c318,c318:10,10,10
c318,c318:8888,No sabe,8888
c318,c318:9999,No contesta,9999
c321,c321:1,Familia o pareja,1
c321,c321:2,Corresidentes (roomies),2
c321,c321:3,Sola(o),3
c321,c321:9999,No contesta,9999
c325,c325:0,No,0
c325,c325:1,Sí,1
c325,c325:8888,No sabe,8888
c325,c325:9999,No contesta,9999
c326,c326:1,Facebook,1
c326,c326:2,Twitter,2
c326,c326:3,Instagram,3
c326,c326:4,TikTok,4
c326,c326:5,WhatsApp,5
c326,c326:6,YouTube,6
c326,c326:8888,No sabe,8888
c326,c326:9999,No contesta,9999
c327,c327:1,Contacto con la policía,1
c327,c327:2,Contacto con tránsito,2
c327,c327:3,"Trámites o servicios municipales (permisos de construcción, pagos de multas, examen de manejo, permiso para comercio informal, liberación de vehículo, permiso de uso de suelo, etc.)",3
c327,c327:4,"Trámites o servicios con el gobierno del estado (inscripción a escuelas públicas, servicios de salud públicos, entrega de licencias de conducir)",4
c327,c327:5,Trámites ante el ministerio público,5
c327,c327:8888,No sabe,8888
c327,c327:9999,No contesta,9999
c329,c329:1,Mejor de lo que esperaba,1
c329,c329:2,Igual de bien que lo que esperaba,2
c329,c329:3,Igual de lo mal que lo que esperaba,3
c329,c329:4,Peor de lo que esperaba,4
c329,c329:8888,No sabe,8888
c329,c329:9999,No contesta,9999
c331,c331:0,No,0
c331,c331:1,Sí,1
c331,c331:8888,No sabe,8888
c331,c331:9999,No contesta,9999
c334,c334:1,Mejor de lo que esperaba,1
c334,c334:2,Igual de bien que lo que esperaba,2
c334,c334:3,Igual de lo mal que lo que esperaba,3
c334,c334:4,Peor de lo que esperaba,4
c334,c334:8888,No sabe,8888
c334,c334:9999,No contesta,9999
c336,c336:0,No,0
c336,c336:1,Sí,1
c336,c336:8888,No sabe,8888
c336,c336:9999,No contesta,9999
c337,c337:0,No,0
c337,c337:1,Sí,1
c337,c337:8888,No sabe,8888
c337,c337:9999,No contesta,9999
c341,c341:0,No,0
c341,c341:1,Sí,1
c341,c341:8888,No sabe,8888
c341,c341:9999,No contesta,9999
c342,c342:0,No,0
c342,c342:1,Sí,1
c343,c343:0,No,0
c343,c343:1,Sí,1
c343,c343:8888,No sabe,8888
c343,c343:9999,No contesta,9999
c344,c344:0,No,0
c344,c344:1,Sí,1
c344,c344:8888,No sabe,8888
c344,c344:9999,No contesta,9999
c345,c345:0,No,0
c345,c345:1,Sí,1
c345,c345:8888,No sabe,8888
c345,c345:9999,No contesta,9999
c346,c346:0,No,0
c346,c346:1,Sí,1
c346,c346:8888,No sabe,8888
c346,c346:9999,No contesta,9999
c347,c347:1,Aumentar la cantidad de unidades de camión y destino de las rutas,1
c347,c347:2,"Mejorar las condiciones del transporte existente (comodidad, limpieza, funcionamiento)",2
c347,c347:3,Aumentar la capacidad y líneas del metro,3
c347,c347:4,Implementar un sistema de bicicleta pública,4
c347,c347:5,Ampliar la capacidad de la ecovía,5
c347,c347:6,Mejorar la seguridad en el transporte,6
c347,c347:7,Otro ¿cuál?,7
c347,c347:8888,No sabe,8888
c347,c347:9999,No contesta,9999
c355,c355:0,Nada preocupado,0
c355,c355:1,Algo preocupado,1
c355,c355:2,Muy preocupado,2
c355,c355:9999,No contesta,9999
c357,c357:1,7 días a la semana,1
c357,c357:2,5 - 6 días,2
c357,c357:3,3 - 4 días a la semana,3
c357,c357:4,1- 2 días a la semana,4
c357,c357:5,1 día cada 2 semanas,5
c357,c357:6,1 día al mes,6
c357,c357:7,1 día cada 2 o más meses,7
c357,c357:8,No visita los parques,8
c357,c357:8888,No sabe,8888
c357,c357:9999,No contesta,9999
c358,c358:0,No,0
c358,c358:1,Sí,1
c358,c358:8888,No sabe,8888
c358,c358:9999,No contesta,9999
c359,c359:0,No,0
c359,c359:1,Sí,1
c359,c359:8888,No sabe,8888
c359,c359:9999,No contesta,9999
c360,c360:0,No,0
c360,c360:1,Sí,1
c360,c360:8888,No sabe,8888
c360,c360:9999,No contesta,9999
c362,c362:0,NO,0
c362,c362:1,Sí,1
c362,c362:8888,No sabe,8888
c362,c362:9999,No contesta,9999
c363,c363:0,NO,0
c363,c363:1,Sí,1
c363,c363:8888,No sabe,8888
c363,c363:9999,No contesta,9999
c365,c365:0,NO,0
c365,c365:1,SÍ,1
c367,c367:0,No,0
c367,c367:1,Sí,1
c367,c367:8888,No sabe,8888
c367,c367:9999,No contesta,9999
c368,c368:0,No,0
c368,c368:1,Sí,1
c368,c368:8888,No sabe,8888
c368,c368:9999,No contesta,9999
c369,c369:0,No,0
c369,c369:1,Sí,1
c369,c369:8888,No sabe,8888
c369,c369:9999,No contesta,9999
c370,c370:0,No,0
c370,c370:1,Sí,1
c370,c370:8888,No sabe,8888
c370,c370:9999,No contesta,9999
c373,c373:1,Sí y es muy frecuente,1
c373,c373:2,Sí y es frecuente,2
c373,c373:3,Sí y es poco frecuente,3
c373,c373:4,No me ocurre,4
c373,c373:9999,No contesta,9999
c374,c374:0,NO,0
c374,c374:1,SÍ,1
c374,c374:8888,No sabe,8888
c374,c374:9999,No contesta,9999
c375,c375:0,NO,0
c375,c375:1,SÍ,1
c375,c375:8888,No sabe,8888
c375,c375:9999,No contesta,9999
c377,c377:1,La Fiscalía General de Justicia,1
c377,c377:2,Policía Estatal,2
c377,c377:3,Policía Municipal,3
c377,c377:8888,No sabe,8888
c377,c377:9999,No contesta,9999
c378,c378:0,Desaprueba,0
c378,c378:1,Aprueba,1
c378,c378:8888,No sabe,8888
c378,c378:9999,No contesta,9999
c379,c379:1,"Compras del hogar o para otros miembros del hogar (despensa, productos de limpieza, utiles, ropa o juegos para los(as) niños(as), etc.)",1
c379,c379:2,"Compras personales (ropa, calzado, accesorios, productos de cuidado estético, entretenimiento, etc)",2
c379,c379:3,Material de trabajo,3
c379,c379:8888,No sabe,8888
c379,c379:9999,No contesta,9999
c393,c393:0,No,0
c393,c393:1,Sí,1
c395,c395:0,No,0
c395,c395:1,Sí,1
c396,c396:0,No,0
c396,c396:1,Sí,1
c398,c398:0,No,0
c398,c398:1,Sí,1
c398,c398:8888,No sabe,8888
c398,c398:9999,No contesta,9999
c405,c405:0,No,0
c405,c405:1,Sí,1
c405,c405:8888,No sabe,8888
c405,c405:9999,No contesta,9999
c414,c414:0,No,0
c414,c414:1,Sí,1
c414,c414:8888,No sabe,8888
c414,c414:9999,No contesta,9999
c415,c415:0,No,0
c415,c415:1,Sí,1
c415,c415:8888,No sabe,8888
c415,c415:9999,No contesta,9999
c416,c416:0,No,0
c416,c416:1,Sí,1
c416,c416:9999,No contesta,9999
c419,c419:0,No,0
c419,c419:1,"Sí, todas",1
c419,c419:2,"Sí, algunas",2
c419,c419:8888,No sabe,8888
c419,c419:9999,No contesta,9999
c420,c420:0,No,0
c420,c420:1,Sí,1
c420,c420:8888,No sabe,8888
c420,c420:9999,No contesta,9999
c421,c421:0,No,0
c421,c421:1,Sí,1
c421,c421:8888,No sabe,8888
c421,c421:9999,No contesta,9999
c425,c425:0,No,0
c425,c425:1,Sí,1
c425,c425:8888,No sabe,8888
c425,c425:9999,No contesta,9999
c426,c426:0,Nueva,0
c426,c426:1,Previamente habitada,1
c426,c426:8888,No sabe,8888
c426,c426:9999,No contesta,9999
c432,c432:1,Lo deposita con el resto de los residuos,1
c432,c432:2,Lo lleva a un centro de acopio o contenedor de residuos segregados,2
c432,c432:3,Pasa un camión por los residuos segregados.,3
c432,c432:4,Los vende,4
c432,c432:5,"Lo intercambio por otros productos, descuentos o cupones",5
c432,c432:6,Los recicla,6
c432,c432:7,Los regala,7
c432,c432:8888,No sabe,8888
c432,c432:9999,No contesta,9999
c434,c434:1,"Hacer obras grandes como calles, puentes o parques de diversiones",1
c434,c434:2,"Hacer intervenciones mínimas para caminar o andar en bici, sin dañar el río",2
c434,c434:3,"Cuidar el río y su naturaleza, sin intervenir construyendo nada nuevo",3
c434,c434:8888,No sabe,8888
c434,c434:9999,No contesta,9999
c436,c436:0,No,0
c436,c436:1,Sí,1
c436,c436:8888,No sabe,8888
c436,c436:9999,No contesta,9999
c437,c437:0,No,0
c437,c437:1,Sí,1
c437,c437:8888,No sabe,8888
c437,c437:9999,No contesta,9999
c439,c439:0,No,0
c439,c439:1,Sí,1
c439,c439:8888,No sabe,8888
c439,c439:9999,No contesta,9999
c440,c440:0,No,0
c440,c440:1,Sí,1
c440,c440:8888,No sabe,8888
c440,c440:9999,No contesta,9999
c441,c441:0,En desacuerdo,0
c441,c441:1,De acuerdo,1
c441,c441:8888,No sabe,8888
c441,c441:9999,No contesta,9999
c442,c442:0,No,0
c442,c442:1,Sí,1
c442,c442:8888,No sabe,8888
c442,c442:9999,No contesta,9999
c444,c444:0,No,0
c444,c444:1,Sí,1
c444,c444:8888,No sabe,8888
c444,c444:9999,No contesta,9999
c445,c445:0,No,0
c445,c445:1,Sí,1
c445,c445:8888,No sabe,8888
c445,c445:9999,No contesta,9999
c446,c446:0,No,0
c446,c446:1,Sí,1
c446,c446:8888,No sabe,8888
c446,c446:9999,No contesta,9999
c447,c447:0,No,0
c447,c447:1,Sí,1
c447,c447:8888,No sabe,8888
c447,c447:9999,No contesta,9999
c448,c448:0,No,0
c448,c448:1,Sí,1
c448,c448:8888,No sabe,8888
c448,c448:9999,No contesta,9999
c467,c467:0,No,0
c467,c467:1,Sí,1
c467,c467:2,No las requieren,2
c467,c467:5555,Estudia en línea,5555
c467,c467:8888,No sabe,8888
c467,c467:9999,No contesta,9999
c473,c473:0,No,0
c473,c473:1,Sí,1
c473,c473:8888,No sabe,8888
c473,c473:9999,No contesta,9999
c474,c474:0,No,0
c474,c474:1,Sí,1
c474,c474:8888,No sabe,8888
c474,c474:9999,No contesta,9999
c484,c484:0,No,0
c484,c484:1,Sí,1
c484,c484:9999,No contesta,9999
c485,c485:1,Los intereses de la población,1
c485,c485:2,Los intereses de su partido,2
c485,c485:3,Los intereses del Gobernador,3
c485,c485:4,Sus propios intereses,4
c485,c485:5,Todos,5
c485,c485:6,Ninguno,6
c485,c485:8888,No sabe,8888
c485,c485:9999,No contesta,9999
c486,c486:0,No,0
c486,c486:1,Sí,1
c486,c486:8888,No sabe,8888
c486,c486:9999,No contesta,9999
c487,c487:0,Desaprueba,0
c487,c487:1,Aprueba,1
c487,c487:8888,No sabe,8888
c487,c487:9999,No contesta,9999
c499,c499:0,No,0
c499,c499:1,Sí,1
c499,c499:8888,No sabe,8888
c499,c499:9999,No contesta,9999
c500,c500:0,No,0
c500,c500:1,Sí,1
c500,c500:2,No hay banquetas,2
c500,c500:8888,No sabe,8888
c500,c500:9999,No contesta,9999
c501,c501:0,No,0
c501,c501:1,Sí,1
c501,c501:2,No hay banquetas,2
c501,c501:8888,No sabe,8888
c501,c501:9999,No contesta,9999
c503,c503:0,Nunca,0
c503,c503:1,Algunas veces al año (poco frecuente),1
c503,c503:2,Al menos una vez al mes (frecuente),2
c503,c503:3,Al menos una vez a la semana (muy frecuente),3
c503,c503:4,Casi todos los días (casi siempre),4
c503,c503:5,Siempre,5
c503,c503:8888,No sabe,8888
c503,c503:9999,No contesta,9999
c504,c504:0,Nunca,0
c504,c504:1,Algunas veces al año (poco frecuente),1
c504,c504:2,Al menos una vez al mes (frecuente),2
c504,c504:3,Al menos una vez a la semana (muy frecuente),3
c504,c504:4,Casi todos los días (casi siempre),4
c504,c504:5,Siempre,5
c504,c504:8888,No sabe,8888
c504,c504:9999,No contesta,9999
c505,c505:0,Nunca,0
c505,c505:1,Algunas veces al año (poco frecuente),1
c505,c505:2,Al menos una vez al mes (frecuente),2
c505,c505:3,Al menos una vez a la semana (muy frecuente),3
c505,c505:4,Casi todos los días (casi siempre),4
c505,c505:5,Siempre,5
c505,c505:8888,No sabe,8888
c505,c505:9999,No contesta,9999
c510,c510:0,No,0
c510,c510:1,Sí,1
c510,c510:8888,No sabe,8888
c510,c510:9999,No contesta,9999
c514,c514:0,No,0
c514,c514:1,Sí,1
c514,c514:8888,No sabe,8888
c514,c514:9999,No contesta,9999
c515,c515:0,No,0
c515,c515:1,Sí,1
c515,c515:8888,No sabe,8888
