respondent_id,is_initial_respondent,nombre,factor_cvnl,city_id
218_5,False,,659.7180786,12
219_1,True,,691.5112915,45
219_2,False,,691.5112915,45
219_3,False,,691.5112915,45
220_1,True,,663.3157959,14
220_2,False,,663.3157959,14
221_1,True,,679.5336914,48
221_2,False,,679.5336914,48
222_1,True,,659.7180786,10
222_2,False,,659.7180786,10
222_3,False,,659.7180786,10
222_4,False,,659.7180786,10
223_1,True,,110.7352905,49
223_2,False,,110.7352905,49
223_3,False,,110.7352905,49
223_4,False,,110.7352905,49
223_5,False,,110.7352905,49
224_1,True,,2537.585693,39
224_2,False,,2537.585693,39
224_3,False,,2537.585693,39
224_4,False,,2537.585693,39
225_1,True,,663.3157959,17
225_2,False,,663.3157959,17
225_3,False,,663.3157959,17
225_4,False,,663.3157959,17
226_1,True,,666.6879883,33
226_2,False,,666.6879883,33
226_3,False,,666.6879883,33
226_4,False,,666.6879883,33
226_5,False,,666.6879883,33
226_6,False,,666.6879883,33
226_7,False,,666.6879883,33
227_1,True,,666.6879883,5
227_2,False,,666.6879883,5
228_1,True,,273.0114441,9
228_2,False,,273.0114441,9
228_3,False,,273.0114441,9
228_4,False,,273.0114441,9
229_1,True,,691.5112915,45
229_2,False,,691.5112915,45
230_1,True,,1407.310669,6
230_2,False,,1407.310669,6
230_3,False,,1407.310669,6
230_4,False,,1407.310669,6
230_5,False,,1407.310669,6
230_6,False,,1407.310669,6
231_1,True,,106.0568237,49
231_2,False,,106.0568237,49
231_3,False,,106.0568237,49
232_1,True,,2808.141113,39
232_2,False,,2808.141113,39
232_3,False,,2808.141113,39
232_4,False,,2808.141113,39
233_1,True,,110.7352905,49
234_1,True,,106.0568237,49
234_2,False,,106.0568237,49
234_3,False,,106.0568237,49
235_1,True,,110.7352905,49
235_2,False,,110.7352905,49
235_3,False,,110.7352905,49
236_1,True,,1483.921753,26
236_2,False,,1483.921753,26
236_3,False,,1483.921753,26
236_4,False,,1483.921753,26
237_1,True,,1480.23999,26
237_2,False,,1480.23999,26
237_3,False,,1480.23999,26
237_4,False,,1480.23999,26
238_1,True,,106.0568237,49
238_2,False,,106.0568237,49
238_3,False,,106.0568237,49
238_4,False,,106.0568237,49
239_1,True,,110.7352905,49
239_2,False,,110.7352905,49
240_1,True,,106.0568237,49
240_2,False,,106.0568237,49
240_3,False,,106.0568237,49
240_4,False,,106.0568237,49
241_1,True,,110.7352905,49
241_2,False,,110.7352905,49
241_3,False,,110.7352905,49
241_4,False,,110.7352905,49
242_1,True,,106.0568237,49
242_2,False,,106.0568237,49
242_3,False,,106.0568237,49
243_1,True,,110.7352905,49
243_2,False,,110.7352905,49
244_1,True,,110.7352905,49
244_2,False,,110.7352905,49
244_3,False,,110.7352905,49
244_4,False,,110.7352905,49
245_1,True,,666.6879883,44
245_2,False,,666.6879883,44
245_3,False,,666.6879883,44
245_4,False,,666.6879883,44
246_1,True,,1480.23999,26
246_2,False,,1480.23999,26
247_1,True,,337.8926697,19
247_2,False,,337.8926697,19
248_1,True,,1013.601074,21
248_2,False,,1013.601074,21
248_3,False,,1013.601074,21
248_4,False,,1013.601074,21
249_1,True,,337.8926697,19
249_2,False,,337.8926697,19
250_1,True,,963.3539429,31
250_2,False,,963.3539429,31
250_3,False,,963.3539429,31
250_4,False,,963.3539429,31
250_5,False,,963.3539429,31
251_1,True,,666.6879883,4
251_2,False,,666.6879883,4
251_3,False,,666.6879883,4
252_1,True,,1483.921753,26
252_2,False,,1483.921753,26
252_3,False,,1483.921753,26
252_4,False,,1483.921753,26
253_1,True,,679.5336914,48
253_2,False,,679.5336914,48
253_3,False,,679.5336914,48
254_1,True,,666.6879883,38
254_2,False,,666.6879883,38
254_3,False,,666.6879883,38
254_4,False,,666.6879883,38
255_1,True,,301.1954041,19
255_2,False,,301.1954041,19
256_1,True,,666.6879883,24
257_1,True,,301.1954041,19
258_1,True,,1407.310669,6
258_2,False,,1407.310669,6
258_3,False,,1407.310669,6
259_1,True,,659.7180786,41
259_2,False,,659.7180786,41
259_3,False,,659.7180786,41
259_4,False,,659.7180786,41
260_1,True,,777.2303467,18
260_2,False,,777.2303467,18
260_3,False,,777.2303467,18
260_4,False,,777.2303467,18
260_5,False,,777.2303467,18
261_1,True,,2808.141113,39
261_2,False,,2808.141113,39
262_1,True,,1480.23999,26
262_2,False,,1480.23999,26
262_3,False,,1480.23999,26
262_4,False,,1480.23999,26
263_1,True,,666.6879883,38
263_2,False,,666.6879883,38
263_3,False,,666.6879883,38
264_1,True,,1483.921753,26
265_1,True,,273.0114441,9
265_2,False,,273.0114441,9
265_3,False,,273.0114441,9
265_4,False,,273.0114441,9
266_1,True,,2537.585693,39
266_2,False,,2537.585693,39
267_1,True,,659.7180786,12
267_2,False,,659.7180786,12
267_3,False,,659.7180786,12
267_4,False,,659.7180786,12
268_1,True,,963.3539429,31
268_2,False,,963.3539429,31
268_3,False,,963.3539429,31
269_1,True,,1013.601074,21
269_2,False,,1013.601074,21
269_3,False,,1013.601074,21
269_4,False,,1013.601074,21
270_1,True,,679.5336914,48
270_2,False,,679.5336914,48
270_3,False,,679.5336914,48
270_4,False,,679.5336914,48
271_1,True,,1015.954529,46
271_2,False,,1015.954529,46
271_3,False,,1015.954529,46
271_4,False,,1015.954529,46
271_5,False,,1015.954529,46
272_1,True,,1407.310669,6
272_2,False,,1407.310669,6
272_3,False,,1407.310669,6
272_4,False,,1407.310669,6
272_5,False,,1407.310669,6
272_6,False,,1407.310669,6
272_7,False,,1407.310669,6
272_8,False,,1407.310669,6
272_9,False,,1407.310669,6
272_10,False,,1407.310669,6
273_1,True,,1407.310669,6
273_2,False,,1407.310669,6
273_3,False,,1407.310669,6
273_4,False,,1407.310669,6
273_5,False,,1407.310669,6
274_1,True,,659.7180786,25
274_2,False,,659.7180786,25
